224, 13, 133, 307, 320, 667
224, 12, 274, 292, 297, 690
224, 11, 536, 306, 210, 552
224, 29, 728, 294, 232, 559
225, 13, 133, 310, 292, 649
225, 12, 290, 259, 278, 749
225, 11, 537, 303, 228, 551
225, 29, 736, 301, 259, 553
226, 13, 132, 318, 301, 629
226, 12, 281, 295, 307, 676
226, 11, 550, 304, 220, 550
226, 29, 743, 287, 271, 584
227, 13, 156, 322, 250, 621
227, 12, 303, 294, 280, 674
227, 11, 585, 304, 184, 551
227, 29, 750, 287, 269, 578
228, 13, 179, 310, 272, 613
228, 12, 344, 302, 245, 658
228, 11, 596, 298, 176, 559
228, 29, 751, 288, 274, 574
229, 13, 215, 303, 245, 621
229, 12, 397, 294, 225, 641
229, 11, 635, 313, 169, 528
229, 29, 754, 295, 273, 561
230, 13, 254, 309, 224, 601
230, 12, 411, 294, 228, 644
230, 11, 645, 331, 149, 494
230, 29, 814, 279, 213, 556
231, 13, 313, 316, 168, 585
231, 12, 443, 299, 224, 665
231, 11, 658, 312, 161, 490
231, 29, 825, 298, 196, 510
232, 13, 353, 300, 146, 607
232, 12, 451, 295, 248, 644
232, 11, 669, 311, 171, 524
232, 29, 846, 286, 176, 529
233, 13, 373, 338, 148, 545
233, 12, 447, 298, 271, 663
233, 11, 675, 313, 188, 520
233, 29, 854, 280, 174, 541
234, 13, 396, 317, 150, 593
234, 12, 438, 297, 312, 667
234, 11, 691, 322, 210, 501
234, 29, 868, 284, 185, 536
235, 13, 401, 329, 160, 571
235, 12, 500, 296, 242, 640
235, 11, 693, 322, 247, 508
235, 29, 888, 272, 160, 561
236, 13, 412, 324, 176, 580
236, 12, 482, 310, 280, 639
236, 11, 697, 319, 243, 510
236, 29, 898, 285, 192, 537
237, 13, 413, 332, 204, 562
237, 12, 505, 320, 269, 622
237, 11, 705, 323, 237, 497
237, 29, 901, 288, 236, 536
238, 13, 405, 326, 228, 580
238, 12, 532, 326, 251, 603
238, 11, 708, 319, 247, 508
238, 29, 914, 289, 235, 536
239, 13, 429, 330, 227, 572
239, 12, 583, 325, 210, 582
239, 11, 723, 319, 231, 514
239, 29, 932, 283, 234, 550
240, 13, 435, 326, 225, 569
240, 12, 594, 328, 214, 563
240, 11, 729, 323, 231, 510
240, 29, 940, 284, 223, 548
241, 13, 482, 327, 186, 568
241, 12, 629, 318, 194, 579
241, 11, 772, 311, 161, 537
241, 29, 957, 308, 210, 500
242, 13, 509, 326, 171, 558
242, 12, 629, 315, 215, 582
242, 11, 799, 337, 143, 481
242, 29, 955, 310, 210, 497
243, 13, 547, 318, 142, 579
243, 12, 621, 309, 243, 590
243, 11, 801, 310, 147, 536
243, 29, 970, 304, 195, 512
244, 13, 569, 331, 134, 550
244, 12, 605, 315, 334, 582
244, 11, 825, 333, 130, 485
244, 29, 976, 302, 196, 511
