1, 21, 1252, 538, 66, 119
1, 22, 1291, 460, 67, 199
2, 21, 1254, 534, 57, 121
2, 22, 1297, 461, 64, 200
3, 21, 1256, 537, 58, 122
3, 22, 1298, 461, 65, 199
4, 21, 1262, 535, 47, 119
4, 22, 1300, 461, 63, 199
5, 21, 1267, 540, 47, 118
5, 22, 1301, 460, 66, 198
6, 21, 1270, 540, 45, 118
6, 22, 1303, 461, 66, 196
7, 21, 1275, 539, 40, 120
7, 22, 1305, 462, 65, 192
8, 21, 1276, 538, 39, 121
8, 22, 1307, 460, 68, 198
9, 21, 1280, 540, 40, 120
9, 22, 1310, 460, 70, 199
10, 21, 1282, 539, 41, 122
10, 22, 1311, 460, 71, 199
11, 21, 1285, 540, 39, 122
11, 22, 1311, 461, 74, 199
12, 21, 1287, 538, 40, 123
12, 22, 1311, 462, 73, 199
13, 21, 1287, 539, 41, 121
13, 22, 1314, 461, 68, 199
14, 21, 1288, 539, 41, 121
14, 22, 1315, 462, 64, 199
15, 21, 1288, 540, 44, 120
15, 22, 1317, 461, 70, 199
16, 21, 1289, 539, 43, 121
16, 22, 1319, 462, 65, 198
17, 21, 1290, 539, 42, 121
17, 22, 1322, 464, 61, 196
18, 21, 1292, 543, 47, 116
18, 22, 1321, 460, 68, 205
19, 21, 1294, 541, 46, 120
19, 22, 1321, 461, 69, 202
20, 21, 1294, 540, 47, 121
20, 22, 1322, 464, 67, 196
21, 21, 1295, 543, 50, 118
21, 22, 1329, 464, 58, 195
22, 21, 1299, 543, 46, 115
22, 22, 1330, 465, 55, 194
23, 21, 1302, 544, 45, 114
23, 22, 1331, 465, 55, 195
24, 21, 1303, 539, 45, 123
24, 22, 1332, 464, 54, 196
25, 21, 1306, 540, 43, 122
25, 22, 1331, 464, 55, 198
26, 21, 1309, 539, 42, 123
26, 22, 1332, 464, 53, 197
27, 21, 1310, 538, 40, 126
27, 22, 1333, 465, 51, 195
28, 21, 1309, 538, 41, 127
28, 22, 1333, 466, 50, 194
29, 21, 1311, 539, 42, 124
29, 22, 1332, 466, 49, 193
30, 21, 1311, 539, 42, 123
30, 22, 1339, 469, 68, 190
31, 21, 1311, 540, 45, 124
31, 22, 1337, 468, 69, 192
32, 21, 1311, 540, 50, 124
32, 22, 1338, 468, 70, 192
33, 21, 1312, 539, 54, 125
33, 22, 1340, 465, 70, 196
34, 21, 1312, 540, 55, 124
34, 22, 1337, 464, 74, 197
35, 21, 1313, 540, 53, 123
35, 22, 1336, 466, 74, 194
36, 21, 1314, 541, 51, 121
36, 22, 1336, 466, 74, 194
37, 21, 1315, 541, 50, 121
37, 22, 1336, 465, 73, 195
38, 21, 1314, 542, 51, 119
38, 22, 1337, 465, 74, 195
39, 21, 1315, 543, 51, 118
39, 22, 1337, 467, 73, 192
40, 21, 1316, 542, 52, 119
40, 22, 1339, 468, 71, 190
41, 21, 1316, 542, 53, 119
41, 22, 1341, 468, 69, 188
42, 21, 1316, 542, 53, 119
42, 22, 1341, 470, 69, 186
43, 21, 1316, 542, 53, 119
43, 22, 1342, 472, 70, 184
44, 21, 1316, 542, 53, 119
44, 22, 1342, 472, 70, 184
45, 21, 1317, 542, 52, 119
45, 22, 1342, 471, 70, 186
46, 21, 1317, 542, 52, 119
46, 22, 1342, 471, 70, 186
47, 21, 1317, 541, 51, 119
47, 22, 1342, 469, 69, 187
48, 21, 1317, 541, 51, 119
48, 22, 1344, 471, 68, 186
49, 21, 1318, 541, 50, 119
49, 22, 1344, 471, 66, 186
50, 21, 1317, 541, 49, 120
50, 22, 1344, 470, 66, 187
51, 21, 1318, 541, 50, 120
51, 22, 1345, 471, 66, 186
52, 21, 1318, 541, 50, 120
52, 22, 1345, 471, 66, 186
53, 21, 1317, 541, 49, 120
53, 22, 1345, 472, 66, 184
54, 21, 1317, 541, 49, 120
54, 22, 1345, 471, 66, 185
55, 21, 1317, 541, 50, 120
55, 22, 1344, 471, 67, 186
56, 21, 1317, 541, 49, 120
56, 22, 1344, 471, 67, 186
57, 21, 1318, 541, 49, 119
57, 22, 1345, 471, 66, 186
58, 21, 1317, 541, 49, 119
58, 22, 1345, 470, 67, 186
59, 21, 1317, 541, 49, 119
59, 22, 1345, 471, 68, 186
60, 21, 1318, 541, 50, 119
60, 22, 1345, 471, 67, 186
61, 21, 1318, 541, 50, 119
61, 22, 1344, 471, 69, 186
62, 21, 1317, 542, 49, 120
62, 22, 1344, 471, 69, 185
63, 21, 1317, 541, 49, 119
63, 22, 1345, 470, 68, 185
64, 21, 1317, 541, 49, 120
64, 22, 1345, 471, 67, 185
65, 21, 1317, 541, 49, 120
65, 22, 1345, 472, 68, 184
66, 21, 1317, 542, 49, 120
66, 22, 1345, 472, 67, 184
67, 21, 1317, 542, 50, 120
67, 22, 1345, 472, 68, 184
68, 21, 1317, 542, 49, 119
68, 22, 1345, 472, 68, 184
69, 21, 1316, 541, 49, 119
69, 22, 1345, 471, 69, 185
70, 21, 1316, 541, 49, 120
70, 22, 1344, 471, 69, 185
71, 21, 1317, 542, 48, 120
71, 22, 1345, 472, 68, 184
72, 21, 1317, 542, 48, 120
72, 22, 1345, 471, 68, 186
73, 21, 1317, 542, 48, 119
73, 22, 1344, 471, 67, 186
74, 21, 1317, 542, 47, 119
74, 22, 1344, 470, 68, 187
75, 21, 1317, 543, 47, 118
75, 22, 1345, 470, 68, 187
76, 21, 1317, 542, 47, 119
76, 22, 1344, 470, 68, 188
77, 21, 1317, 543, 46, 118
77, 22, 1343, 470, 69, 187
78, 21, 1317, 543, 48, 118
78, 22, 1343, 470, 69, 188
79, 21, 1317, 542, 48, 119
79, 22, 1343, 470, 69, 188
80, 21, 1317, 542, 48, 120
80, 22, 1343, 469, 71, 189
81, 21, 1316, 542, 47, 120
81, 22, 1343, 468, 73, 190
82, 21, 1316, 542, 47, 120
82, 22, 1343, 468, 73, 189
83, 21, 1316, 542, 47, 119
83, 22, 1342, 469, 72, 190
84, 21, 1317, 542, 47, 119
84, 22, 1342, 468, 72, 192
85, 21, 1316, 542, 47, 119
85, 22, 1342, 466, 74, 193
86, 21, 1316, 542, 48, 119
86, 22, 1341, 467, 77, 193
87, 21, 1316, 543, 48, 118
87, 22, 1340, 470, 77, 190
88, 21, 1316, 543, 48, 118
88, 22, 1341, 468, 74, 191
89, 21, 1316, 543, 48, 118
89, 22, 1340, 469, 74, 189
90, 21, 1316, 542, 46, 119
90, 22, 1337, 466, 70, 192
91, 21, 1316, 542, 47, 119
91, 22, 1339, 467, 68, 194
92, 21, 1316, 543, 47, 118
92, 22, 1340, 465, 63, 196
93, 21, 1317, 543, 46, 118
93, 22, 1338, 464, 63, 192
