68, 20, 1709, 259, 209, 569
69, 20, 1707, 261, 211, 566
70, 20, 1706, 261, 212, 566
71, 20, 1698, 259, 217, 569
72, 20, 1697, 259, 218, 571
73, 20, 1694, 259, 218, 573
74, 20, 1694, 261, 214, 578
75, 20, 1689, 262, 215, 572
76, 20, 1687, 264, 216, 568
77, 20, 1686, 265, 216, 567
78, 20, 1684, 267, 220, 573
79, 20, 1681, 268, 220, 575
80, 20, 1678, 264, 221, 587
81, 20, 1676, 265, 223, 588
82, 20, 1673, 262, 227, 591
83, 20, 1674, 259, 225, 597
84, 20, 1672, 257, 225, 602
85, 20, 1672, 251, 222, 606
86, 20, 1668, 248, 225, 609
87, 20, 1665, 245, 227, 612
88, 20, 1665, 243, 226, 619
89, 20, 1662, 242, 228, 618
90, 20, 1660, 243, 226, 620
91, 20, 1654, 245, 232, 620
92, 20, 1651, 244, 229, 625
93, 20, 1647, 246, 228, 624
94, 20, 1639, 243, 236, 631
95, 20, 1632, 242, 238, 633
96, 20, 1628, 239, 233, 638
97, 20, 1625, 235, 232, 645
98, 20, 1613, 231, 232, 650
99, 20, 1607, 231, 237, 648
100, 20, 1607, 227, 233, 655
101, 20, 1605, 224, 232, 655
102, 20, 1596, 218, 229, 668
103, 20, 1588, 215, 228, 673
104, 20, 1581, 212, 231, 680
105, 20, 1575, 208, 239, 686
106, 20, 1571, 208, 236, 690
107, 20, 1566, 208, 233, 689
108, 20, 1559, 209, 224, 689
109, 20, 1549, 212, 233, 686
110, 20, 1548, 209, 229, 691
111, 20, 1544, 214, 231, 688
112, 20, 1536, 214, 234, 692
113, 20, 1537, 225, 228, 697
114, 20, 1534, 223, 228, 703
115, 20, 1529, 223, 225, 708
116, 20, 1523, 209, 224, 734
117, 20, 1513, 205, 230, 744
118, 20, 1504, 195, 235, 764
119, 20, 1503, 186, 236, 780
120, 20, 1488, 161, 247, 824
121, 20, 1490, 160, 238, 794
122, 20, 1488, 154, 233, 795
123, 20, 1481, 159, 241, 787
124, 20, 1475, 158, 251, 789
125, 20, 1469, 162, 259, 785
126, 20, 1457, 163, 265, 787
127, 20, 1448, 158, 266, 799
128, 20, 1405, 155, 302, 805
129, 20, 1401, 155, 300, 810
130, 20, 1390, 142, 304, 834
131, 20, 1368, 164, 318, 830
132, 20, 1376, 164, 294, 833
133, 20, 1382, 173, 277, 814
134, 20, 1355, 140, 304, 871
135, 20, 1348, 127, 313, 893
136, 20, 1349, 122, 308, 902
137, 20, 1345, 129, 303, 889
138, 20, 1333, 119, 305, 905
139, 20, 1325, 129, 304, 862
140, 20, 1321, 122, 302, 875
141, 20, 1311, 109, 297, 902
142, 20, 1304, 108, 293, 903
143, 20, 1295, 127, 286, 898
144, 20, 1289, 122, 282, 914
145, 20, 1291, 124, 271, 924
146, 20, 1273, 127, 290, 918
